;GW-Nummer;AQUIFER;Messstelle;Datum;RECHTSWERT;HOCHWERT;Nitrat
501;501;Muschelkalk;501;2019-12-03 08:30:00+00:00;568670.4125;5476166.193;42.49090909
502;502;Lettenkeuper;502;2019-09-17 07:45:00+00:00;578645.2803;5447931.394;15.5
503;503;Quartär Talfüllungen;503;2019-12-11 10:00:00+00:00;582011.7546;5399338.859;21.21428571
504;504;Malm Weißjura (Schwäbische Alb);504;2019-09-17 07:50:00+00:00;577414.4769;5370817.389;51.3
505;505;Muschelkalk;505;2019-09-25 11:25:00+00:00;464572.1505;5366193.467;16.81666667
506;506;Lettenkeuper;506;2018-09-13 07:35:00+00:00;490861.2991;5375798.442;41.525
507;507;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);507;2019-09-05 08:05:00+00:00;564718.7281;5336994.065;11.6047619
508;508;Buntsandstein;508;2018-08-30 09:45:00+00:00;449739.6855;5331039.443;5.666666667
509;509;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);509;2019-09-13 10:10:00+00:00;473986.5831;5477291.976;9.533333333
510;510;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);510;2019-09-09 11:15:00+00:00;468307.3623;5470698.611;15.93333333
511;511;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);511;2019-09-04 09:25:00+00:00;465785.2367;5438053.407;8.214285714
512;512;Muschelkalk;512;2019-09-26 12:30:00+00:00;472060.7772;5362593.767;31.925
513;513;Höherer Keuper (Keuperbergland);513;2019-10-01 12:00:00+00:00;586110.2403;5438852.985;60.12
514;514;Quartär Talfüllungen;514;2019-09-26 07:00:00+00:00;588053.3956;5415248.988;10.72
515;515;Lias und Dogger (Albvorland);515;2019-09-26 12:20:00+00:00;602294.6374;5415999.184;49.44444444
516;516;Quartär Talfüllungen;516;2019-09-10 08:38:00+00:00;418742.0146;5269245.763;4.611111111
517;517;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);517;2019-09-03 10:32:00+00:00;438938.9058;5406026.433;1.56
518;518;Höherer Keuper (Keuperbergland);518;2019-09-24 09:30:00+00:00;500659.4585;5431101.384;9.25
519;519;Gipskeuper (Fuß des Keuperberglandes);519;2019-09-30 10:11:00+00:00;529242.4401;5439935.578;21.55
520;520;Quartär Talfüllungen;520;2019-09-18 11:45:00+00:00;526653.9429;5396140.275;4.266666667
521;521;Quartär Talfüllungen;521;2019-12-17 10:25:00+00:00;526212.1058;5374206.211;10.58
522;522;Lias und Dogger (Albvorland);522;2019-12-02 12:30:00+00:00;585030.5603;5418821.059;43.36666667
523;523;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);523;2019-09-24 09:15:00+00:00;575052.4847;5361924.911;11.73333333
524;524;Höherer Keuper (Keuperbergland);524;2019-10-01 09:10:00+00:00;587865.0029;5434349.973;24.92
525;525;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);525;2019-12-12 08:15:00+00:00;471826.4944;5453270.229;57.475
526;526;Quartär Talfüllungen;526;2019-09-05 05:20:00+00:00;476015.08;5364724.854;6.26
527;527;Quartär Talfüllungen;527;2019-12-05 06:10:00+00:00;512135.8323;5406701.068;28.98
528;528;Höherer Keuper (Keuperbergland);528;2019-09-05 12:48:00+00:00;559190.8681;5404946.735;18.48
529;529;Malm Weißjura (Schwäbische Alb);529;2019-09-03 09:00:00+00:00;584850.5393;5391736.915;15.98571429
530;530;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);530;2019-09-17 06:25:00+00:00;405114.339;5303630.978;7.888888889
531;531;Muschelkalk;531;2019-11-12 10:40:00+00:00;474934.6628;5423457.43;36.05
532;532;Muschelkalk;532;2019-09-24 13:35:00+00:00;547445.9411;5477357.731;2.18
533;533;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);533;2019-09-24 09:15:00+00:00;542191.0017;5272442.956;26.36
534;534;Lias und Dogger (Albvorland);534;2018-09-18 14:15:00+00:00;553506.6869;5399570.434;4.533333333
535;535;Lias und Dogger (Albvorland);535;2019-10-07 11:15:00+00:00;575429.7736;5406641.102;19.525
536;536;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);536;2019-09-30 14:10:00+00:00;578857.9794;5297136.132;8.525
537;537;Kristallin (Schwarzwald);537;2019-09-03 09:55:00+00:00;429047.8153;5359772.572;9.2625
538;538;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);538;2019-09-13 12:20:00+00:00;475369.6146;5477677.797;33.56666667
539;539;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);539;2019-09-10 11:00:00+00:00;476643.9786;5291037.2;21.95
540;540;Gipskeuper (Fuß des Keuperberglandes);540;2019-09-24 13:15:00+00:00;509262.4802;5442096.726;53.2125
541;541;Malm Weißjura (Schwäbische Alb);541;2019-09-04 10:40:00+00:00;530019.7243;5361119.575;13.9
542;542;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);542;2019-09-24 07:20:00+00:00;541540.2421;5272520.975;28.44
543;543;Muschelkalk;543;2019-11-18 11:15:00+00:00;556375.4245;5494301.841;41.7173913
544;544;Quartär Talfüllungen;544;2019-09-19 09:45:00+00:00;559023.3728;5361361.862;11.65
545;545;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);545;2019-09-16 10:10:00+00:00;575434.3919;5296502.453;9.0125
546;546;Quartär Talfüllungen;546;2019-09-12 11:10:00+00:00;605090.5004;5411751.859;21.2
547;547;Quartär Talfüllungen;547;2019-12-17 12:05:00+00:00;521401.0154;5375818.499;22.65
548;548;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);548;2019-11-18 09:30:00+00:00;553876.9838;5346620.989;25.7
549;549;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);549;2019-09-24 06:52:00+00:00;395503.8152;5327153.777;17.19
550;550;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);550;2019-09-12 11:30:00+00:00;392942.0757;5298264.809;51.6625
551;551;Buntsandstein;551;2019-09-03 14:14:00+00:00;444984.4892;5367911.562;3.306
552;552;Muschelkalk;552;2019-11-04 00:00:00+00:00;461239.099;5295793.214;61.54
553;553;Malm Weißjura (Schwäbische Alb);553;2019-09-03 08:15:00+00:00;490585.4118;5340834.461;3.5
554;554;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);554;2019-09-03 12:35:00+00:00;426964.6953;5382396.699;13.35
555;555;Kristallin (Schwarzwald);555;2019-09-18 10:15:00+00:00;431027.0665;5307005.606;3.1
556;556;Kristallin (Schwarzwald);556;2019-09-10 07:15:00+00:00;442647.4565;5329266.878;4.175
557;557;Buntsandstein;557;2019-09-09 12:30:00+00:00;498721.2945;5468832.311;13.74444444
558;558;Muschelkalk;558;2019-09-26 07:25:00+00:00;497314.7324;5411846.015;25.53
559;559;Lias und Dogger (Albvorland);559;2019-09-11 12:35:00+00:00;499481.1281;5385550.438;20
560;560;Muschelkalk;560;2019-09-24 10:50:00+00:00;561843.1199;5477619.638;63.12222222
561;561;Quartär Deckenschotter über Molasse;561;2019-12-05 09:30:00+00:00;568897.0926;5320300.852;33.83888889
562;562;Malm Weißjura (Schwäbische Alb);562;2019-09-03 09:45:00+00:00;584650.62;5390862.237;24.24285714
563;563;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);563;2019-11-26 13:35:00+00:00;394401.7251;5277860.272;30.26
564;564;Muschelkalk;564;2019-11-04 00:00:00+00:00;458850.0359;5295760.244;44.02580645
565;565;Muschelkalk;565;2019-09-11 07:45:00+00:00;474018.0083;5422594.761;16.975
566;566;Quartär Moränen (Alpenvorland);566;2019-12-05 12:30:00+00:00;527024.8114;5315935.466;52.40555556
567;567;Lias und Dogger (Albvorland);567;2019-10-10 11:40:00+00:00;559195.9137;5406461.068;9.575
568;568;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);568;2019-09-10 12:00:00+00:00;428027.234;5400268.646;15.33333333
569;569;Muschelkalk;569;2019-09-05 07:00:00+00:00;474422.449;5417215.12;12.02222222
570;570;Muschelkalk;570;2019-09-23 08:20:00+00:00;479217.9638;5365502.625;31.43846154
571;571;Quartär Talfüllungen;571;2019-12-18 09:35:00+00:00;521336.0724;5376008.444;27.8
572;572;Malm Weißjura (Schwäbische Alb);572;2019-09-11 07:30:00+00:00;534630.7284;5356671.125;41.6
573;573;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);573;2019-09-16 05:25:00+00:00;527392.5705;5322698.266;18.74
574;574;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);574;2019-09-18 10:20:00+00:00;538839.05;5335804.522;8.67
575;575;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);575;2019-09-12 08:40:00+00:00;475779.3695;5469390.082;21.42222222
576;576;Quartär Talfüllungen;576;2019-09-23 07:35:00+00:00;478928.1002;5365912.416;27.875
577;577;Quartär Moränen (Alpenvorland);577;2019-09-24 11:35:00+00:00;547692.7015;5314119.423;28.05454545
578;578;Quartär Moränen (Alpenvorland);578;2019-09-25 06:00:00+00:00;545213.6367;5279581.217;49.26666667
579;579;Quartär Moränen (Alpenvorland);579;2019-09-09 09:25:00+00:00;569836.6642;5323029.654;25.09
580;580;Quartär mächtiger Löss (Vorbergzone);580;2019-11-26 08:35:00+00:00;394154.7431;5282159.594;40.7
581;581;Kristallin (Schwarzwald);581;2019-12-04 09:00:00+00:00;424648.6161;5301204.992;2.657894737
582;582;Muschelkalk;582;2019-09-23 09:50:00+00:00;489858.7304;5406336.261;17.15
583;583;Tertiär (Albsüdrand und Alpenvorland);583;2019-09-25 09:50:00+00:00;532963.4774;5340244.75;20.68
584;584;Lettenkeuper;584;2019-09-09 12:15:00+00:00;539699.1028;5486783.949;36.98333333
585;585;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);585;2019-09-24 12:15:00+00:00;573012.2877;5357269.825;24.46666667
586;586;Lias und Dogger (Albvorland);586;2019-09-26 13:45:00+00:00;600831.2449;5411398.077;8.733333333
587;587;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);587;2019-09-10 10:05:00+00:00;427614.167;5400583.374;19.72
588;588;Lettenkeuper;588;2019-09-03 10:35:00+00:00;519930.8556;5458138.45;33
589;589;Tertiär (Albsüdrand und Alpenvorland);589;2019-09-25 08:55:00+00:00;536296.845;5343236.461;10.18333333
590;590;Quartär Talfüllungen;590;2019-09-19 09:25:00+00:00;580734.3009;5412382.62;0.5
591;591;Lias und Dogger (Albvorland);591;2019-09-26 10:00:00+00:00;599274.794;5412903.424;0.45
592;592;Muschelkalk;592;2019-09-23 09:50:00+00:00;480135.5778;5367514.809;27.3
593;593;Buntsandstein;593;2019-08-29 12:00:00+00:00;535690.7871;5515142.585;20.12222222
594;594;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);594;2019-09-19 12:50:00+00:00;527827.8468;5312012.332;20.125
595;595;Buntsandstein;595;2019-12-09 19:19:00+00:00;542995.8282;5513126.292;35.41764706
596;596;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);596;2019-09-24 09:00:00+00:00;542489.9906;5272704.981;20.625
597;597;Quartär Talfüllungen;597;2019-09-11 06:20:00+00:00;511898.0034;5444133.152;67.1875
598;598;Muschelkalk;598;2019-09-17 10:00:00+00:00;514178.2014;5469441.943;35.04
599;599;Quartär Talfüllungen;599;2019-08-29 09:30:00+00:00;534981.0518;5514892.668;6.85
600;600;Quartär Talfüllungen;600;2019-11-26 13:15:00+00:00;528783.08;5395960.378;16.44
601;601;Quartär Moränen (Alpenvorland);601;2019-11-14 10:20:00+00:00;531439.0147;5301425.808;15.26923077
602;602;Höherer Keuper (Keuperbergland);602;2019-09-30 09:00:00+00:00;581864.854;5422992.429;12.61111111
603;603;Malm Weißjura (Schwäbische Alb);603;2019-09-04 10:15:00+00:00;580549.3535;5400599.335;6.7
604;604;Muschelkalk;604;2019-09-09 10:16:00+00:00;518997.2356;5467931.564;25.8375
605;605;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);605;2019-11-18 08:15:00+00:00;554531.7165;5347096.871;17.8
606;606;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);606;2019-09-24 10:20:00+00:00;399330.5753;5335454.429;40.45
607;607;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);607;2019-09-25 06:50:00+00:00;401964.5511;5338680.093;67.725
608;608;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);608;2018-09-24 06:55:00+00:00;443508.0267;5418909.777;0.6
609;609;Muschelkalk;609;2019-09-05 06:05:00+00:00;476034.204;5363195.489;45.1
610;610;Muschelkalk;610;2019-09-18 10:47:00+00:00;520551.5993;5467771.633;30.36
611;611;Tertiär (Albsüdrand und Alpenvorland);611;2019-09-18 13:25:00+00:00;528228.343;5334584.964;5
612;612;Muschelkalk;612;2019-11-12 00:00:00+00:00;566628.2426;5476632.934;36.78235294
613;613;Höherer Keuper (Keuperbergland);613;2019-09-24 09:28:00+00:00;567812.4601;5411287.179;16
614;614;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);614;2019-09-18 10:58:00+00:00;395406.1963;5300538.301;53.91428571
615;615;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);615;2019-09-16 08:50:00+00:00;468126.4186;5438841.3;0.577777778
616;616;Muschelkalk;616;2018-08-28 10:25:00+00:00;478033.4181;5366212.27;36.06666667
617;617;Lettenkeuper;617;2019-09-10 07:20:00+00:00;498180.427;5397075.558;22.8125
618;618;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);618;2019-09-23 05:47:00+00:00;491777.9362;5288728.142;5.5
619;619;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);619;2019-11-19 09:15:00+00:00;536814.2837;5335043.617;10.24
620;620;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);620;2019-09-24 08:00:00+00:00;543610.4031;5274813.987;63.15
621;621;Quartär Talfüllungen;621;2019-09-11 08:35:00+00:00;551984.163;5489441.87;19.57142857
622;622;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);622;2019-10-01 13:37:00+00:00;408229.074;5316769.766;14.925
623;623;Muschelkalk;623;2019-09-12 07:20:00+00:00;477894.5542;5431676.11;18.25
624;624;Quartär Talfüllungen;624;2019-12-17 08:40:00+00:00;515988.1938;5378427.44;15.45
625;625;Malm Weißjura (Schwäbische Alb);625;2019-09-02 06:39:00+00:00;561735.7932;5395521.481;1.533333333
626;626;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);626;2019-09-05 12:00:00+00:00;476858.4803;5472168.227;34.625
627;627;Höherer Keuper (Keuperbergland);627;2018-09-20 06:00:00+00:00;525074.5629;5402147.871;8.8
628;628;Malm Weißjura (Schwäbische Alb);628;2019-09-04 11:35:00+00:00;528253.2425;5364363.047;15.04444444
629;629;Höherer Keuper (Keuperbergland);629;2019-10-01 06:30:00+00:00;583104.3722;5433066.356;24.63333333
630;630;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);630;2019-09-05 10:00:00+00:00;476574.0937;5466247.294;53.6125
631;631;Muschelkalk;631;2019-09-23 11:00:00+00:00;477213.7206;5365332.708;39.575
632;632;Buntsandstein;632;2019-12-09 19:19:00+00:00;543570.6397;5505959.307;55.8
633;633;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);633;2019-09-18 08:55:00+00:00;558806.9315;5327981.182;22.94
634;634;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);634;2019-09-10 08:10:00+00:00;559130.0833;5313715.472;34.23333333
635;635;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);635;2019-09-18 07:40:00+00:00;569967.3621;5322009.891;26.45
636;636;Muschelkalk;636;2019-11-19 10:50:00+00:00;453984.972;5289172.783;34.075
637;637;Gipskeuper (Fuß des Keuperberglandes);637;2019-09-24 10:05:00+00:00;492262.8154;5434989.784;34.2375
638;638;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);638;2019-09-26 07:45:00+00:00;554102.3343;5349044.752;24.43333333
639;639;Quartär Talfüllungen;639;2019-09-05 12:22:00+00:00;440738.3059;5286623.8;2.0375
640;640;Quartär Talfüllungen;640;2019-09-09 07:15:00+00:00;505572.6228;5468181.524;15.06666667
641;641;Muschelkalk;641;2019-09-02 13:15:00+00:00;519525.9634;5454352.942;74.53333333
642;642;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);642;2019-09-16 15:25:00+00:00;523960.1763;5322383.922;15.86
643;643;Lettenkeuper;643;2019-09-02 11:30:00+00:00;535010.749;5450743.454;1.825
644;644;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);644;2019-11-12 14:50:00+00:00;545665.4807;5283982.35;24.14210526
645;645;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);645;2019-09-10 11:10:00+00:00;472220.8496;5471270.374;42.58888889
646;646;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);646;2019-12-12 06:45:00+00:00;466018.2588;5440712.515;31.82580645
647;647;Lias und Dogger (Albvorland);647;2019-09-05 13:15:00+00:00;507487.6779;5359332.068;5.1
648;648;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);648;2019-11-19 12:45:00+00:00;530492.0592;5332668.883;27.16
649;649;Lias und Dogger (Albvorland);649;2019-10-08 08:35:00+00:00;558680.7578;5401015.885;5.416666667
650;650;Höherer Keuper (Keuperbergland);650;2019-10-01 08:00:00+00:00;584495.8724;5435377.441;21.98181818
651;651;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);651;2019-09-24 08:54:00+00:00;435590.2444;5395455.606;17.7
652;652;Lettenkeuper;652;2019-10-22 00:00:00+00:00;507169.8515;5430756.473;53.7125
653;653;Lias und Dogger (Albvorland);653;2019-12-04 14:05:00+00:00;502715.8336;5363231.051;22.90833333
654;654;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);654;2019-09-23 16:15:00+00:00;509275.1944;5315989.937;0.94
655;655;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);655;2019-09-16 09:45:00+00:00;524643.9494;5321830.295;20.2
656;656;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);656;2019-09-25 10:15:00+00:00;545646.4523;5291737.269;17.825
657;657;Buntsandstein;657;2019-09-19 13:00:00+00:00;448434.1762;5368039.481;2.585714286
658;658;Lettenkeuper;658;2019-11-19 11:40:00+00:00;481393.1192;5431211.262;34.765
659;659;Buntsandstein;659;2019-09-09 15:45:00+00:00;509763.9362;5466151.374;17.26666667
660;660;Lias und Dogger (Albvorland);660;2019-12-04 12:40:00+00:00;503953.6719;5366729.809;2.114285714
661;661;Lettenkeuper;661;2019-09-02 09:40:00+00:00;535415.6356;5450838.426;29.725
662;662;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);662;2019-09-10 06:45:00+00:00;461060.214;5463213.654;16.8875
663;663;Buntsandstein;663;2019-09-25 06:45:00+00:00;461759.8657;5398729.301;2.633333333
664;664;Muschelkalk;664;2019-09-23 07:50:00+00:00;488672.1713;5412518.731;27.4
665;665;Quartär Talfüllungen;665;2019-12-04 09:30:00+00:00;501302.8875;5370872.438;19.68
666;666;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);666;2019-09-26 12:25:00+00:00;538684.8031;5335372.644;6.677777778
667;667;Höherer Keuper (Keuperbergland);667;2019-03-26 13:48:00+00:00;486678.0535;5428512.386;12.2
668;668;Höherer Keuper (Keuperbergland);668;2019-12-05 10:25:00+00:00;512125.8051;5407532.761;19.85
669;669;Quartär Talfüllungen;669;2019-10-01 12:20:00+00:00;515419.5515;5442952.576;6.1
670;670;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);670;2019-09-25 09:20:00+00:00;557273.7955;5288270.663;2.25
671;671;Lias und Dogger (Albvorland);671;2019-09-25 11:20:00+00:00;565719.3107;5414759.747;11.4
672;672;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);672;2019-09-17 08:00:00+00:00;582462.5275;5290338.777;4.3
673;673;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);673;2019-09-25 07:06:00+00:00;438748.1077;5408129.142;9.166666667
674;674;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);674;2019-09-10 08:45:00+00:00;472369.7349;5447407.952;7.233333333
675;675;Malm Weißjura (Schwäbische Alb);675;2019-09-02 10:55:00+00:00;497750.8903;5346079.561;20.75
676;676;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);676;2019-09-25 07:57:00+00:00;517767.5329;5308850.201;13.6
677;677;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);677;2019-11-19 10:15:00+00:00;536464.8867;5333456.892;29.11
678;678;Quartär Moränen (Alpenvorland);678;2019-11-21 13:00:00+00:00;530969.6508;5309595.901;49.53333333
679;679;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);679;2019-11-20 12:00:00+00:00;559289.2399;5327780.731;24.2625
680;680;Lias und Dogger (Albvorland);680;2019-07-10 10:30:00+00:00;568331.7226;5414896.104;15.08
681;681;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);681;2019-09-24 07:49:00+00:00;434087.3933;5395170.117;27.5
682;682;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);682;2018-12-05 12:00:00+00:00;471968.9094;5446968.068;1.1
683;683;Muschelkalk;683;2019-09-04 05:50:00+00:00;471764.8892;5429482.011;17.24285714
684;684;Buntsandstein;684;2019-09-09 07:50:00+00:00;505052.822;5476068.418;51.26
685;685;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);685;2019-09-19 12:00:00+00:00;518129.1431;5308320.94;26.12
686;686;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);686;2019-11-19 11:00:00+00:00;536308.1219;5333230.81;25.72
687;687;Buntsandstein;687;2019-12-09 19:19:00+00:00;544042.453;5512793.489;33.94117647
688;688;Quartär Moränen (Alpenvorland);688;2019-09-17 10:15:00+00:00;546944.8747;5297430.005;10.7
689;689;Quartär Talfüllungen;689;2019-12-09 11:00:00+00:00;580196.4455;5393148.436;25.32857143
690;690;Quartär Talfüllungen;690;2019-09-12 14:45:00+00:00;507771.6411;5464053.264;11.84
691;691;Quartär Moränen (Alpenvorland);691;2019-09-10 10:15:00+00:00;554745.8151;5289825.037;14.325
692;692;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);692;2019-09-19 13:05:00+00:00;566839.0489;5353118.881;0.95
693;693;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);693;2018-09-11 13:49:00+00:00;408542.9955;5334177.886;1.7
694;694;Quartär Talfüllungen;694;2019-12-17 13:35:00+00:00;516802.8887;5368841.317;15.66666667
695;695;Quartär Talfüllungen;695;2019-08-29 08:00:00+00:00;536618.6823;5514567.968;38.02
696;696;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);696;2019-09-23 05:50:00+00:00;537456.586;5317842.699;23.3
697;697;Lettenkeuper;697;2019-10-01 07:10:00+00:00;511088.3308;5448600.347;0.5
698;698;Quartär eiszeitl.Kiese+Sande, moränenüberd. (Alpenv);698;2019-09-26 12:55:00+00:00;547018.3357;5336415.284;36.13
699;699;Höherer Keuper (Keuperbergland);699;2019-10-09 11:50:00+00:00;554092.8868;5404297.007;22.34285714
700;700;Muschelkalk;700;2019-09-04 12:35:00+00:00;490105.6794;5362326.24;23.63888889
701;701;Quartär Moränen (Alpenvorland);701;2019-09-10 11:45:00+00:00;555174.136;5289872.889;0.5
702;702;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);702;2019-09-17 09:25:00+00:00;580744.2276;5286179.87;8
703;703;Quartär Talfüllungen;703;2019-09-05 10:00:00+00:00;398944.867;5273546.983;14.4
704;704;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);704;2019-10-07 09:55:00+00:00;414808.4777;5329106.909;16.75
705;705;Quartär Talfüllungen;705;2019-09-11 10:14:00+00:00;449309.9796;5270462.227;16.6
706;706;Buntsandstein;706;2019-08-29 08:45:00+00:00;536099.6504;5515036.564;42.97
707;707;Kristallin (Schwarzwald);707;2019-09-16 07:05:00+00:00;416130.0746;5282342.536;2.333333333
708;708;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);708;2019-09-11 11:50:00+00:00;458617.3814;5426521.96;53.6
709;709;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);709;2019-09-12 06:40:00+00:00;476917.9458;5470198.741;57.5875
710;710;Höherer Keuper (Keuperbergland);710;2018-09-25 12:08:00+00:00;483750.238;5447999.592;21.55
711;711;Quartär Talfüllungen;711;2018-09-05 14:30:00+00:00;510654.516;5461338.286;33.525
712;712;Quartär Talfüllungen;712;2019-09-05 07:30:00+00:00;533912.0864;5426078.346;0.366666667
713;713;Buntsandstein;713;2019-08-27 13:00:00+00:00;542658.9993;5508242.35;49.28888889
714;714;Lias und Dogger (Albvorland);714;2019-09-12 09:50:00+00:00;604620.6995;5413782.052;30.6375
715;715;Quartär Talfüllungen;715;2019-09-12 13:00:00+00:00;510690.5458;5461352.253;30.3
716;716;Höherer Keuper (Keuperbergland);716;2019-08-26 12:15:00+00:00;540609.4704;5435546.459;16.3
717;717;Quartär eiszeitl.Kiese+Sande (Albsüdrand, Alpenv.);717;2019-09-25 06:20:00+00:00;540981.2125;5318821.313;40.95555556
718;718;Quartär Moränen (Alpenvorland);718;2019-09-10 12:50:00+00:00;554541.4581;5289583.25;25.525
719;719;Höherer Keuper (Keuperbergland);719;2019-09-25 08:45:00+00:00;570296.5374;5427027.776;46.95
720;720;Muschelkalk;720;2019-09-10 13:00:00+00:00;574015.2474;5480966.249;31.75555556
721;721;Kristallin (Schwarzwald);721;2019-09-05 10:34:00+00:00;443610.1466;5291114.023;4.933333333
722;722;Lettenkeuper;722;2019-09-02 09:00:00+00:00;509767.8728;5454280.069;30.2875
723;723;Quartär Talfüllungen;723;2019-12-05 07:15:00+00:00;511889.9066;5406589.155;46.72
724;724;Muschelkalk;724;2019-09-10 12:00:00+00:00;577865.708;5476987.812;28.52222222
725;725;Gipskeuper (Fuß des Keuperberglandes);725;2019-09-12 09:30:00+00:00;477420.7069;5448760.373;29.6
726;726;Lettenkeuper;726;2019-12-04 11:00:00+00:00;513247.2047;5451063.072;41.20625
727;727;Lettenkeuper;727;2019-10-01 09:05:00+00:00;516020.338;5443233.43;64.72222222
728;728;Lettenkeuper;728;2019-09-17 09:50:00+00:00;518337.43;5433605.239;58.8
729;729;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);729;2019-09-11 11:23:00+00:00;458734.0789;5455899.348;2.911111111
730;730;Lias und Dogger (Albvorland);730;2019-10-08 07:50:00+00:00;560198.4845;5401795.97;16.76666667
731;731;Quartär Talfüllungen;731;2019-11-28 08:35:00+00:00;557681.4148;5389482.953;23.88
732;732;Höherer Keuper (Keuperbergland);732;2019-09-25 09:50:00+00:00;565443.4609;5426792.918;15.825
733;733;Lias und Dogger (Vorbergzone);733;2019-09-17 08:45:00+00:00;401245.9016;5308626.051;32.3125
734;734;Quartär eiszeitl.Kiese+Sande (Oberrheingraben);734;2018-11-21 11:35:00+00:00;432555.523;5395575.542;26.2
735;735;Gipskeuper (Fuß des Keuperberglandes);735;2019-09-12 11:30:00+00:00;490094.0839;5441557.009;68.6
736;736;Muschelkalk;736;2019-09-04 09:25:00+00:00;493987.0908;5368161.518;16.42
737;737;Quartär Talfüllungen;737;2019-09-17 13:30:00+00:00;519177.1677;5459734.867;12.98571429
738;738;Quartär Talfüllungen;738;2019-11-28 07:30:00+00:00;560800.2311;5386104.249;25.74
